Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
29,Minnesota,Big Ten,,19,12,76.2,71.1,5.03,,10.09,,3.91,9.87,13.79,,,
30,Kansas State,Big 8,,19,11,77.1,73.1,4.03,,10.41,,4.91,8.72,13.63,,,
31,Connecticut,Big East,,18,13,72.7,66.4,6.35,,7.26,,1.25,12.36,13.61,,,
32,South Alabama,Sun Belt,,23,9,91.0,79.6,11.44,,2.26,,14.92,-1.40,13.52,,,
33,UTEP,WAC,,26,7,78.4,67.2,11.27,,3.41,,4.96,8.13,13.09,,,
34,Oklahoma State,Big 8,,17,13,83.5,76.1,7.40,,6.10,,8.22,4.46,12.68,,,
35,Evansville,MW Coll,,25,6,82.6,71.7,10.90,,1.38,,7.26,4.90,12.16,,,
36,Memphis,Metro,,21,11,79.5,72.5,6.97,,6.36,,5.39,6.72,12.11,,,
37,Michigan State,Big Ten,,18,15,73.9,73.1,0.79,,11.04,,3.66,8.17,11.83,,,
38,Vanderbilt,SEC,,19,14,77.2,72.3,4.91,,7.66,,3.76,8.06,11.82,,,
39,Clemson,ACC,,19,11,79.8,75.6,4.20,,7.62,,7.61,3.95,11.56,,,
40,Pittsburgh,Big East,,17,13,78.9,79.3,-0.37,,11.72,,9.63,1.72,11.35,,,
41,Notre Dame,Ind,,21,9,77.5,71.8,5.77,,5.54,,6.12,5.19,11.31,,,
42,West Virginia,A-10,,26,5,78.1,66.2,11.90,,-0.86,,1.72,9.33,11.05,,,
43,La Salle,MAAC,,26,6,82.7,71.0,11.72,,-0.96,,9.26,1.50,10.76,,,
44,New Mexico,WAC,,22,11,79.7,73.0,6.70,,4.90,,7.66,3.03,10.68,,,
45,California,Pac-10,,20,13,73.3,68.8,4.42,,6.44,,0.50,10.13,10.62,,,
46,Idaho,Big Sky,,25,6,76.2,61.1,15.06,,-2.62,,-0.37,10.82,10.45,,,
47,Iowa State,Big 8,,17,12,86.6,85.5,1.14,,8.89,,12.58,-2.56,10.03,,,
48,Little Rock,TAAC,,23,8,92.0,80.9,11.10,,-1.39,,14.16,-4.29,9.87,,,
49,St. John's (NY),Big East,,20,13,70.6,68.9,1.70,,8.12,,-0.25,10.09,9.84,,,
50,Texas,SWC,,25,9,94.3,87.7,6.62,,3.40,,20.26,-10.57,9.69,,,
51,Alabama,SEC,,23,8,76.0,69.9,6.06,,3.52,,-0.60,10.19,9.59,,,
52,Ball State,MAC,,29,3,71.9,61.5,10.38,,0.12,,-4.33,13.80,9.48,,,
53,DePaul,Ind,,21,12,77.8,73.2,4.64,,5.28,,1.16,8.24,9.41,,,
54,Tennessee,SEC,,19,11,84.0,80.2,3.80,,5.41,,10.47,-1.26,9.21,,,
55,Saint Louis,MW Coll,,27,10,74.1,65.5,8.62,,0.35,,-1.58,10.72,9.13,,,
56,Akron,Ind,,21,8,85.3,70.7,14.59,,-5.52,,3.95,5.12,9.07,,,
57,Wichita State,MVC,,19,11,77.7,70.9,6.80,,2.24,,3.31,5.46,8.77,,,
58,Siena,NAC,,25,5,85.0,69.8,15.13,,-5.65,,9.34,-0.64,8.70,,,
59,Louisiana State,SEC,,20,12,92.7,89.4,3.28,,6.44,,19.22,-11.08,8.14,,,
60,Wake Forest,ACC,,13,15,76.1,76.9,-0.75,,8.37,,4.83,3.28,8.12,,,
61,Temple,A-10,,18,12,71.8,65.7,6.03,,2.07,,-3.57,11.68,8.10,,,
62,Villanova,Big East,,18,16,71.6,71.0,0.59,,7.99,,-0.11,7.94,7.84,,,
63,UC Santa Barbara,Big West,,21,9,73.0,67.5,5.50,,2.31,,-1.64,9.45,7.81,,,
64,South Carolina,Metro,,19,11,75.3,70.8,4.47,,4.53,,-0.51,8.28,7.77,,,
65,Colorado State,WAC,,23,10,64.4,61.0,3.42,,4.73,,-8.72,16.26,7.54,,,
66,Georgia,SEC,,15,16,76.5,75.3,1.16,,5.64,,3.07,4.28,7.34,,,
67,Loyola Marymount,WCAC,,20,11,112.5,107.3,5.16,,2.88,,37.37,-30.03,7.34,,,
68,Louisiana Tech,ASC,,23,9,80.8,75.6,5.16,,2.10,,4.99,2.27,7.26,,,
69,UAB,Sun Belt,,22,12,83.2,78.7,4.50,,2.82,,8.11,-1.04,7.06,,,
70,Arkansas State,ASC,,20,10,73.4,63.4,10.03,,-0.31,,-5.45,12.36,6.91,,,
71,Florida,SEC,,21,13,76.1,76.4,-0.32,,7.83,,3.47,3.40,6.86,,,
72,Hawaii,WAC,,17,13,71.2,69.2,1.97,,4.87,,-0.96,7.80,6.84,,,
73,Nebraska,Big 8,,17,16,76.8,78.1,-1.30,,7.71,,2.47,3.55,6.02,,,
74,Missouri State,Mid-Cont,,21,10,70.1,63.3,6.84,,0.69,,-7.08,13.03,5.96,,,
75,New Mexico State,Big West,,21,11,70.4,65.9,4.47,,3.48,,-3.66,9.60,5.94,,,
76,Xavier,MW Coll,,21,12,82.8,78.1,4.70,,2.52,,7.08,-1.31,5.77,,,
77,Boise State,Big Sky,,23,7,65.7,58.9,6.83,,-0.81,,-9.06,14.81,5.75,,,
78,Charlotte,Sun Belt,,17,12,76.5,72.4,4.07,,2.47,,-0.03,5.72,5.69,,,
79,Kent State,MAC,,20,11,74.3,69.3,5.00,,0.65,,0.82,4.77,5.59,,,
80,Brigham Young,WAC,,14,15,80.6,80.1,0.55,,5.02,,9.68,-4.10,5.58,,,
81,Middle Tennessee,OVC,,23,8,90.6,79.6,11.06,,-2.67,,10.72,-5.42,5.30,,,
82,Southern California,Pac-10,,10,22,72.3,72.3,0.03,,6.24,,-0.35,5.55,5.20,,,
83,Utah,WAC,,16,17,71.1,70.5,0.64,,4.51,,-0.52,5.59,5.07,,,
84,Northwestern,Big Ten,,9,19,74.3,78.5,-4.21,,13.32,,2.24,2.81,5.05,,,
85,Pepperdine,WCAC,,20,13,77.9,75.1,2.85,,2.12,,1.78,3.16,4.94,,,
86,Wyoming,WAC,,14,17,72.8,73.6,-0.77,,5.45,,0.77,4.04,4.81,,,
87,Cincinnati,Metro,,15,12,75.6,73.0,2.59,,2.28,,0.31,4.49,4.80,,,
88,Santa Clara,WCAC,,20,11,69.0,65.9,3.10,,2.08,,-6.58,11.26,4.68,,,
89,Texas Tech,SWC,,13,15,69.5,68.0,1.46,,3.87,,-3.48,8.16,4.68,,,
90,Penn State,A-10,,20,12,77.1,71.0,6.03,,-1.29,,1.52,3.06,4.59,,,
91,Old Dominion,Sun Belt,,15,13,82.2,78.6,3.61,,1.77,,5.22,-0.71,4.51,,,
92,Kentucky,SEC,,13,19,69.4,72.4,-3.00,,7.45,,-3.70,8.15,4.45,,,
93,Mississippi,SEC,,15,15,75.8,74.6,1.23,,4.55,,0.76,3.65,4.41,,,
94,Fresno State,Big West,,15,14,66.5,62.9,3.62,,0.58,,-8.04,12.24,4.20,,,
95,New Orleans,ASC,,19,11,68.9,66.6,2.27,,1.78,,-7.06,11.10,4.04,,,
96,Houston,SWC,,17,14,78.7,76.0,2.65,,1.37,,4.35,-0.33,4.02,,,
97,Maryland,ACC,,9,20,69.2,74.2,-5.03,,9.39,,-4.62,8.63,4.01,,,
98,Utah State,Big West,,12,16,77.3,76.9,0.39,,3.29,,4.83,-1.14,3.69,,,
99,Washington State,Pac-10,,10,19,63.9,66.1,-2.21,,5.69,,-8.47,11.95,3.48,,,
100,Creighton,MVC,,20,11,74.6,72.9,1.74,,1.70,,-0.05,3.49,3.45,,,
101,Boston College,Big East,,12,17,73.1,76.1,-3.07,,6.51,,1.41,1.99,3.41,,,
102,Mississippi State,SEC,,13,15,73.9,74.6,-0.79,,4.11,,0.89,2.44,3.33,,,
103,Arizona State,Pac-10,,12,16,79.6,84.0,-4.36,,6.84,,9.82,-6.80,3.02,,,
104,Virginia Tech,Metro,,11,17,87.2,89.5,-2.36,,6.79,,14.28,-11.27,3.01,,,
105,Colorado,Big 8,,7,21,76.6,84.0,-7.43,,10.46,,4.24,-1.28,2.96,,,
106,Air Force,WAC,,14,14,71.9,68.2,3.71,,3.40,,-4.45,7.38,2.94,,,
107,Miami (FL),Ind,,19,12,90.6,89.6,1.00,,2.27,,14.03,-11.17,2.86,,,
108,Virginia Commonwealth,Sun Belt,,13,15,79.1,78.9,0.25,,2.51,,3.01,-0.25,2.76,,,
109,Richmond,CAA,,21,10,69.9,65.1,4.84,,-2.15,,-6.10,8.79,2.69,,,
110,Texas A&M,SWC,,16,14,75.6,74.4,1.20,,2.69,,0.28,2.34,2.62,,,
111,Washington,Pac-10,,12,16,75.6,82.5,-6.93,,9.52,,5.90,-3.31,2.59,,,
112,Rutgers,A-10,,18,13,76.9,75.0,1.94,,0.58,,2.07,0.45,2.52,,,
113,Boston University,NAC,,21,9,77.4,68.8,8.60,,-6.40,,-0.62,2.82,2.20,,,
114,Bradley,MVC,,13,14,81.2,81.8,-0.59,,3.45,,8.88,-6.89,1.99,,,
115,Cleveland State,Mid-Cont,,16,12,85.9,79.2,6.71,,-1.35,,9.88,-7.94,1.94,,,
116,Cal State Fullerton,Big West,,16,13,72.2,72.1,0.07,,2.73,,-0.91,2.79,1.88,,,
117,Georgia Southern,TAAC,,23,6,77.4,70.2,7.21,,-5.37,,-1.51,3.38,1.87,,,
118,Montana,Big Sky,,20,11,74.8,68.4,6.42,,-1.37,,-1.93,3.56,1.63,,,
119,Murray State,OVC,,19,11,76.5,70.3,6.23,,-2.45,,-2.28,3.80,1.51,,,
120,Gonzaga,WCAC,,14,14,75.7,73.0,2.68,,3.27,,-0.60,1.96,1.36,,,
121,Marquette,Ind,,13,15,74.1,75.4,-1.21,,3.55,,0.01,1.32,1.33,,,
122,Eastern Michigan,MAC,,16,13,77.7,74.4,3.24,,1.18,,3.21,-2.00,1.21,,,
123,Miami (OH),MAC,,13,15,70.4,70.4,0.04,,1.16,,-2.96,4.16,1.19,,,
124,Southern Mississippi,Metro,,10,17,78.7,81.7,-3.04,,4.17,,3.84,-2.66,1.17,,,
125,Tulsa,MVC,,18,13,67.2,69.2,-1.97,,3.59,,-6.76,7.92,1.15,,,
126,Oregon,Pac-10,,8,21,67.4,74.3,-6.90,,9.19,,-2.55,3.63,1.08,,,
127,Southern Illinois,MVC,,20,14,78.5,78.4,0.06,,1.51,,4.98,-3.96,1.03,,,
128,Nevada,Big Sky,,16,12,90.2,87.6,2.64,,-0.67,,14.97,-13.97,1.00,,,
129,Austin Peay,OVC,,18,12,85.6,79.6,5.97,,-2.48,,6.06,-5.17,0.89,,,
130,Southern Methodist,SWC,,13,16,69.8,74.8,-5.07,,4.44,,-5.23,6.06,0.83,,,
131,Western Kentucky,Sun Belt,,14,15,76.0,76.2,-0.24,,0.99,,0.85,-0.10,0.74,,,
132,San Diego State,WAC,,12,17,73.8,75.0,-1.17,,2.13,,-0.95,1.56,0.61,,,
133,Green Bay,Mid-Cont,,14,14,68.7,63.9,4.79,,-1.95,,-9.66,10.16,0.50,,,
134,Drake,MVC,,12,17,69.1,70.4,-1.28,,1.42,,-7.41,7.56,0.15,,,
135,Stetson,TAAC,,17,12,77.9,74.2,3.66,,-3.70,,-0.94,1.07,0.12,,,
136,TCU,SWC,,17,13,69.0,68.2,0.80,,0.37,,-8.41,8.43,0.03,,,
137,Jacksonville,Sun Belt,,14,16,80.7,81.7,-0.97,,3.29,,4.05,-4.05,0.00,,,
138,Towson,ECC,,19,10,84.3,75.0,9.31,,-7.42,,2.65,-2.74,-0.09,,,
139,Illinois-Chicago,Mid-Cont,,13,17,79.5,78.5,0.93,,-0.23,,3.37,-3.56,-0.19,,,
140,Saint Peter's,MAAC,,22,9,68.8,64.5,4.29,,-5.14,,-8.24,7.97,-0.27,,,
141,Eastern Illinois,Mid-Cont,,16,16,79.7,77.1,2.59,,-0.36,,2.78,-3.07,-0.29,,,
142,Auburn,SEC,,9,19,75.9,79.5,-3.57,,3.27,,0.74,-1.03,-0.30,,,
143,Dayton,MW Coll,,12,17,74.4,77.9,-3.52,,2.83,,-0.10,-0.24,-0.34,,,
144,Oral Roberts,Ind,,8,20,86.5,93.5,-6.93,,6.57,,13.48,-13.85,-0.36,,,
145,San Francisco,WCAC,,16,12,75.0,74.9,0.07,,2.12,,-1.79,1.36,-0.42,,,
146,Northern Iowa,Mid-Cont,,19,9,85.1,81.4,3.68,,-2.20,,6.98,-7.43,-0.44,,,
147,Southern,SWAC,,20,11,97.3,89.2,8.03,,-5.90,,14.33,-14.86,-0.53,,,
148,East Tennessee State,Southern,,20,11,85.5,82.2,3.32,,-0.43,,6.50,-7.04,-0.54,,,
149,Loyola (IL),MW Coll,,11,17,84.5,88.7,-4.25,,3.39,,10.11,-10.97,-0.86,,,
150,Appalachian State,Southern,,20,8,76.1,69.5,6.61,,-5.41,,-3.92,3.00,-0.93,,,
151,Weber State,Big Sky,,17,11,76.0,73.1,2.86,,-0.83,,-2.09,1.10,-0.99,,,
152,Long Beach State,Big West,,13,15,69.1,73.4,-4.29,,3.13,,-5.05,3.86,-1.19,,,
153,Toledo,MAC,,16,15,67.8,68.0,-0.19,,0.00,,-7.62,6.42,-1.20,,,
154,Butler,MW Coll,,11,17,68.8,71.5,-2.75,,1.37,,-6.26,4.84,-1.42,,,
155,Louisiana,ASC,,17,12,84.5,80.6,3.93,,-2.03,,8.11,-9.68,-1.57,,,
156,Illinois State,MVC,,13,17,64.7,68.4,-3.67,,1.98,,-8.83,7.14,-1.69,,,
157,Chattanooga,Southern,,18,12,77.0,76.8,0.27,,-1.51,,-1.44,-0.27,-1.71,,,
158,UC Irvine,Big West,,12,17,81.6,86.3,-4.79,,3.03,,8.52,-10.29,-1.77,,,
159,The Citadel,Southern,,16,12,77.7,73.0,4.64,,-2.32,,-1.19,-0.59,-1.78,,,
160,Rhode Island,A-10,,13,15,76.7,76.8,-0.07,,-1.21,,-1.06,-0.78,-1.84,,,
161,Ohio,MAC,,12,17,75.9,77.6,-1.69,,0.10,,2.25,-4.40,-2.15,,,
162,Princeton,Ivy,,19,8,58.3,53.0,5.33,,-7.13,,-20.25,18.08,-2.17,,,
163,Marshall,Southern,,15,15,84.3,84.7,-0.40,,-0.48,,6.05,-8.25,-2.21,,,
164,Lamar,ASC,,12,16,78.1,78.3,-0.14,,0.60,,2.46,-4.86,-2.40,,,
165,McNeese State,Southland,,16,14,73.8,72.9,0.83,,-3.23,,-5.72,3.32,-2.40,,,
166,Fordham,MAAC,,14,15,67.8,67.2,0.59,,-1.36,,-7.09,4.63,-2.46,,,
167,Duquesne,A-10,,13,16,81.1,81.4,-0.28,,-1.10,,4.51,-7.25,-2.74,,,
168,George Mason,CAA,,20,11,78.2,74.1,4.06,,-5.65,,-0.20,-2.72,-2.92,,,
169,James Madison,CAA,,16,14,73.6,69.8,3.77,,-5.62,,-4.43,1.44,-2.99,,,
170,UTSA,TAAC,,15,13,80.4,73.7,6.64,,-4.38,,0.59,-3.59,-3.00,,,
171,Texas-Rio Grande Valley,ASC,,15,13,68.9,66.9,2.04,,-3.62,,-7.30,4.09,-3.20,,,
172,South Florida,Sun Belt,,7,21,75.2,80.8,-5.57,,3.20,,-1.80,-1.41,-3.21,,,
173,Rice,SWC,,12,16,72.0,75.8,-3.71,,0.87,,-4.87,1.62,-3.25,,,
174,Bucknell,ECC,,23,8,81.0,75.5,5.52,,-7.34,,2.05,-5.42,-3.37,,,
175,Central Michigan,MAC,,12,16,68.3,71.4,-3.04,,0.27,,-5.40,2.00,-3.40,,,
176,Bowling Green State,MAC,,12,16,66.4,69.7,-3.36,,1.00,,-8.52,4.87,-3.65,,,
177,Iona,MAAC,,15,16,70.5,71.4,-0.87,,-1.51,,-4.33,0.55,-3.78,,,
178,Northeastern,NAC,,17,11,79.6,76.7,2.93,,-6.87,,2.34,-6.25,-3.91,,,
179,UNC Wilmington,CAA,,16,14,69.7,67.5,2.23,,-5.19,,-6.92,3.00,-3.92,,,
180,American,CAA,,17,11,79.0,75.4,3.57,,-5.18,,2.10,-6.21,-4.10,,,
181,Western Michigan,MAC,,12,16,71.5,76.1,-4.57,,2.60,,-2.64,-1.72,-4.36,,,
182,South Carolina State,MEAC,,25,8,82.1,76.2,5.82,,-9.96,,1.17,-5.72,-4.55,,,
183,Pacific,Big West,,7,21,73.4,77.9,-4.46,,1.93,,-2.48,-2.13,-4.61,,,
184,Furman,Southern,,17,12,74.9,76.4,-1.52,,-2.10,,-3.61,-1.16,-4.78,,,
185,Holy Cross,MAAC,,13,15,82.2,83.1,-0.96,,-3.21,,5.28,-10.27,-4.99,,,
186,Montana State,Big Sky,,14,15,77.0,78.0,-1.03,,-1.20,,0.16,-5.24,-5.08,,,
187,San Diego,WCAC,,8,20,67.8,72.3,-4.57,,1.46,,-10.33,5.09,-5.24,,,
188,Sam Houston,Southland,,12,16,77.2,78.7,-1.46,,-4.34,,-1.39,-4.38,-5.77,,,
189,Texas Southern,SWAC,,17,13,84.7,81.4,3.33,,-5.68,,1.89,-7.78,-5.90,,,
190,VMI,Southern,,11,17,76.4,76.1,0.21,,-1.71,,-2.74,-3.18,-5.92,,,
191,Dartmouth,Ivy,,17,9,75.8,73.1,2.69,,-8.66,,-1.44,-4.54,-5.97,,,
192,Lafayette,ECC,,20,10,67.1,65.9,1.27,,-6.86,,-12.07,5.97,-6.10,,,
193,Northwestern State,Southland,,13,16,88.0,87.6,0.38,,-6.51,,9.05,-15.18,-6.13,,,
194,North Texas,Southland,,14,15,78.7,81.5,-2.79,,-3.36,,1.42,-7.58,-6.15,,,
195,Hartford,NAC,,15,13,66.4,66.8,-0.43,,-5.80,,-10.84,4.61,-6.23,,,
196,Grambling,SWAC,,15,14,77.3,79.0,-1.76,,-4.88,,-1.72,-5.05,-6.77,,,
197,Eastern Washington,Big Sky,,8,22,71.9,77.4,-5.53,,0.50,,-2.71,-4.13,-6.84,,,
198,Valparaiso,Mid-Cont,,10,19,71.2,77.5,-6.31,,1.03,,-3.49,-3.41,-6.90,,,
199,Georgia State,TAAC,,14,14,85.0,85.0,0.00,,-3.05,,6.01,-13.27,-7.26,,,
200,Western Carolina,Southern,,12,16,71.4,72.3,-0.89,,-4.35,,-8.82,1.56,-7.27,,,
201,San Jose State,Big West,,5,23,65.3,74.8,-9.57,,3.56,,-7.33,-0.04,-7.37,,,
202,Indiana State,MVC,,4,24,71.8,81.4,-9.57,,2.58,,-0.36,-7.06,-7.42,,,
203,Coppin State,MEAC,,18,11,75.9,72.4,3.52,,-11.08,,-5.21,-2.29,-7.50,,,
204,Detroit Mercy,MW Coll,,7,21,70.6,78.3,-7.71,,0.21,,-4.76,-2.74,-7.51,,,
205,Texas State,Southland,,13,17,74.8,75.0,-0.13,,-6.19,,-4.62,-2.91,-7.53,,,
206,Army,MAAC,,12,16,73.3,73.7,-0.39,,-6.68,,-3.55,-4.02,-7.57,,,
207,Centenary (LA),TAAC,,16,14,81.7,83.3,-1.67,,-4.44,,3.78,-11.36,-7.58,,,
208,East Carolina,CAA,,15,14,69.4,70.9,-1.48,,-4.32,,-7.14,-0.44,-7.58,,,
209,Louisiana-Monroe,Southland,,17,12,73.9,74.0,-0.14,,-7.71,,-4.40,-3.45,-7.85,,,
210,Wright State,Ind,,17,11,82.6,79.1,3.54,,-9.33,,1.70,-9.58,-7.87,,,
211,Delaware,ECC,,14,14,72.0,69.3,2.71,,-8.00,,-5.25,-2.93,-8.17,,,
212,Canisius,NAC,,13,15,69.5,70.2,-0.71,,-6.70,,-8.68,0.09,-8.59,,,
213,Saint Joseph's,A-10,,8,21,67.7,75.3,-7.62,,-0.97,,-7.73,-0.93,-8.66,,,
214,Robert Morris,NEC,,21,9,77.1,74.2,2.90,,-11.34,,-5.36,-3.41,-8.77,,,
215,Drexel,ECC,,12,16,77.8,79.4,-1.57,,-7.34,,0.26,-9.16,-8.91,,,
216,Mercer,TAAC,,14,14,73.9,71.1,2.75,,-5.07,,-6.22,-2.77,-8.99,,,
217,Mount St. Mary's,Ind,,12,15,80.4,77.6,2.81,,-9.35,,-1.79,-7.29,-9.07,,,
218,Pennsylvania,Ivy,,13,13,66.4,68.3,-1.96,,-7.13,,-11.14,2.05,-9.09,,,
219,Southern Utah,Ind,,10,18,74.5,81.7,-7.21,,-0.42,,-1.37,-7.93,-9.31,,,
220,Hofstra,ECC,,14,15,68.0,68.6,-0.55,,-9.36,,-11.49,2.13,-9.36,,,
221,Morehead State,OVC,,15,16,78.7,79.2,-0.52,,-5.93,,-2.65,-6.73,-9.39,,,
222,Baylor,SWC,,5,22,64.3,76.4,-12.04,,2.39,,-9.97,0.55,-9.42,,,
223,Samford,TAAC,,8,19,65.6,71.1,-5.59,,-4.25,,-13.91,4.40,-9.50,,,
224,Florida A&M,MEAC,,20,10,78.5,75.6,2.90,,-11.94,,-3.22,-6.49,-9.71,,,
225,Lehigh,ECC,,10,18,76.1,77.3,-1.18,,-7.51,,-3.09,-6.72,-9.81,,,
226,Coastal Carolina,Big South,,14,14,72.9,73.8,-0.86,,-7.70,,-7.47,-2.40,-9.86,,,
227,Fairfield,MAAC,,7,21,62.7,69.3,-6.57,,-2.88,,-14.00,3.83,-10.17,,,
228,Chicago State,Ind,,12,16,73.8,72.5,1.36,,-5.58,,-8.00,-2.20,-10.20,,,
229,Alabama State,SWAC,,13,16,87.0,89.5,-2.45,,-5.91,,3.82,-14.04,-10.22,,,
230,Maine,NAC,,9,19,64.8,70.3,-5.57,,-4.68,,-13.01,2.73,-10.28,,,
231,Marist,NEC,,13,15,79.2,78.1,1.07,,-8.89,,-3.42,-6.97,-10.39,,,
232,St. Bonaventure,A-10,,13,15,70.5,80.1,-9.61,,-0.85,,-4.74,-5.65,-10.39,,,
233,Massachusetts,A-10,,10,18,78.1,84.8,-6.64,,-2.03,,1.35,-11.93,-10.59,,,
234,Jackson State,SWAC,,15,13,78.0,77.1,0.89,,-8.45,,-6.61,-4.00,-10.61,,,
235,UT Arlington,Southland,,7,21,66.4,71.7,-5.32,,-5.25,,-12.03,1.42,-10.61,,,
236,Niagara,NAC,,9,19,67.2,74.0,-6.82,,-3.90,,-8.35,-2.37,-10.72,,,
237,Stephen F. Austin,Southland,,10,18,69.7,74.7,-5.04,,-5.79,,-8.50,-2.29,-10.79,,,
238,FDU,NEC,,17,12,73.3,71.3,1.93,,-11.15,,-9.78,-1.19,-10.97,,,
239,Campbell,Big South,,18,12,71.7,68.5,3.27,,-11.32,,-10.34,-0.64,-10.98,,,
240,Idaho State,Big Sky,,9,18,67.0,74.1,-7.11,,-0.10,,-7.27,-3.76,-11.02,,,
241,Houston Christian,TAAC,,9,20,70.1,75.1,-4.97,,-5.33,,-8.97,-2.18,-11.14,,,
242,UNC Asheville,Big South,,16,14,78.1,76.7,1.43,,-7.84,,-1.58,-9.61,-11.19,,,
243,Northern Illinois,Ind,,11,17,79.9,84.6,-4.64,,-4.02,,-0.58,-10.63,-11.21,,,
244,Tennessee Tech,OVC,,10,20,77.1,80.9,-3.77,,-2.41,,-2.26,-9.03,-11.29,,,
245,Monmouth,NEC,,15,13,73.9,71.1,2.79,,-11.63,,-7.51,-4.20,-11.71,,,
246,Yale,Ivy,,11,17,71.4,73.0,-1.54,,-7.74,,-7.10,-4.64,-11.74,,,
247,Western Illinois,Mid-Cont,,9,19,66.9,75.0,-8.11,,-1.14,,-11.12,-0.72,-11.84,,,
248,U.S. International,Ind,,11,17,89.3,96.2,-6.89,,-2.44,,9.61,-21.47,-11.86,,,
249,Mississippi Valley State,SWAC,,8,20,75.4,78.1,-2.71,,-7.06,,-6.13,-5.81,-11.94,,,
250,Morgan State,MEAC,,16,13,72.3,70.7,1.66,,-12.16,,-7.20,-4.81,-12.01,,,
251,Maryland-Baltimore County,Ind,,17,11,75.8,76.6,-0.86,,-9.08,,-4.18,-7.98,-12.16,,,
252,Portland,WCAC,,2,26,62.0,78.6,-16.64,,4.68,,-9.43,-3.01,-12.43,,,
253,Navy,CAA,,6,22,65.6,73.5,-7.93,,-4.57,,-10.07,-2.43,-12.50,,,
254,Winthrop,Big South,,16,13,69.3,65.1,4.17,,-15.33,,-16.73,3.48,-13.25,,,
255,Bethune-Cookman,MEAC,,12,16,68.8,71.7,-2.89,,-10.72,,-14.35,0.74,-13.61,,,
256,Florida International,Ind,,10,18,84.2,91.6,-7.43,,-5.88,,4.31,-17.97,-13.65,,,
257,Charleston Southern,Big South,,12,16,75.8,75.4,0.39,,-11.53,,-7.12,-6.87,-13.99,,,
258,Manhattan,MAAC,,7,21,63.1,71.8,-8.68,,-5.59,,-14.89,0.56,-14.33,,,
259,George Washington,A-10,,1,27,68.4,81.5,-13.11,,-1.31,,-7.66,-6.76,-14.42,,,
260,North Carolina A&T,MEAC,,9,18,72.0,75.5,-3.44,,-11.72,,-7.69,-6.95,-14.64,,,
261,Harvard,Ivy,,11,15,72.5,76.9,-4.38,,-8.66,,-5.85,-8.88,-14.74,,,
